-- ADD Sections --,,,,,,,,,,
,,,,,,,,,,
addSection,sectionA,10,,,,,,,,
addSection,sectionB,25,,,,,,,,
addSection,sectionC,32,,,,,,,,
addSection,sectionH,4,,,,,,,,
addSection,sectionE,12,,,,,,,,
addSection,sectionO,55,,,,,,,,
addSection,sectionT,85,,,,,,,,
addSection,sectionQ,55,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
-- ADD SnackBar --,,,,,,,,,,
,,,,,,,,,,
addSnackBar,monkey bar,7,,,,,,,,
addSnackBar,dog caffe,2,,,,,,,,
addSnackBar,karnaf,6,,,,,,,,
addSnackBar,lion house,4,,,,,,,,
addSnackBar,bug life,6,,,,,,,,
addSnackBar,agoda,10,,,,,,,,
addSnackBar,turtule bar,2,,,,,,,,
addSnackBar,lion king ,8,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
space,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
-- ADD Mammal --,,,,,,,,,,
addMammal,Baboon,1972,6,24,Sausage,Male,1,TRUE,TRUE,39
addMammal,Ape,2003,8,5,Sausage,Female,2,TRUE,TRUE,13
addMammal,Bear,1974,7,23,Sausage,Male,3,TRUE,TRUE,35
addMammal,Beaver,2017,4,3,Sausage,Female,4,TRUE,TRUE,39
addMammal,Bison,1987,3,13,Sausage,Male,5,TRUE,TRUE,46
addMammal,Camel,1979,6,10,Sausage,Female,6,TRUE,TRUE,36
addMammal,Coyote,1980,11,9,Sausage,Male,7,TRUE,TRUE,9
addMammal,Fox,1993,12,25,Sausage,Female,8,TRUE,TRUE,2
addMammal,Giraffe,2006,10,7,Raw_Meat,Male,2,TRUE,TRUE,50
addMammal,Giant Panda,1973,7,26,Raw_Meat,Female,3,TRUE,TRUE,43
addMammal,Gorilla,1983,10,7,Raw_Meat,Male,4,TRUE,TRUE,21
addMammal,Baboon,2008,7,12,Raw_Meat,Female,5,TRUE,TRUE,57
addMammal,Ape,1983,3,4,Raw_Meat,Male,6,TRUE,TRUE,46
addMammal,Bear,2009,10,27,Raw_Meat,Female,7,TRUE,TRUE,5
addMammal,Beaver,1992,11,19,Sausage,Male,1,TRUE,TRUE,19
addMammal,Bison,2009,1,21,Sausage,Female,2,FALSE,TRUE,45
addMammal,Camel,2001,8,9,Raw_Meat,Male,3,FALSE,TRUE,12
addMammal,Coyote,1988,7,20,Raw_Meat,Female,4,FALSE,TRUE,47
addMammal,Fox,1974,10,4,Sausage,Male,5,TRUE,TRUE,8
addMammal,Giraffe,2001,8,18,Sausage,Female,6,TRUE,TRUE,27
addMammal,Giant Panda,1991,9,12,Raw_Meat,Male,7,TRUE,TRUE,7
addMammal,Gorilla,1992,8,9,Corn,Male,1,TRUE,FALSE,20
addMammal,Elephant,1993,10,22,Carrot,Female,2,TRUE,FALSE,6
addMammal,Ape,1976,6,10,Cucumber,Male,3,TRUE,FALSE,44
addMammal,Bear,1991,7,23,Peanuts,Female,4,TRUE,FALSE,0
addMammal,Beaver,2006,6,4,Corn,Male,5,TRUE,FALSE,8
addMammal,Bison,1990,2,15,Carrot,Female,8,TRUE,FALSE,34
addMammal,Camel,2008,6,28,Cucumber,Male,7,TRUE,FALSE,5
addMammal,Coyote,1973,6,12,Peanuts,Male,1,TRUE,FALSE,4
addMammal,Fox,1988,8,26,Corn,Female,2,TRUE,FALSE,36
addMammal,Giraffe,1988,2,23,Carrot,Male,3,TRUE,TRUE,13
addMammal,Giant Panda,1994,5,15,Cucumber,Female,4,FALSE,TRUE,7
addMammal,Gorilla,1979,2,28,Peanuts,Male,5,FALSE,TRUE,41
addMammal,Baboon,1997,6,14,Corn,Male,6,FALSE,TRUE,5
addMammal,Ape,1975,10,21,Carrot,Female,7,TRUE,TRUE,34
addMammal,Elephant,2019,6,19,Cucumber,Male,1,TRUE,TRUE,17
addMammal,Beaver,1975,9,11,Peanuts,Female,2,TRUE,FALSE,9
addMammal,Bison,2008,6,10,Corn,Male,3,TRUE,FALSE,4
addMammal,Camel,1986,3,10,Carrot,Female,4,TRUE,FALSE,10
